phoneno,age,gender,zipcode,calls,sms,mms,charges,coverage,complaint,sim,phone,prepost,churn
7119,1,Male,94608,100,39,14,1040,3,3,Single Sim,Andoid,Postpaid,0
9152,3,Male,92866,190,47,22,380,0,4,Single Sim,Andoid,Postpaid,0
4196,1,Male,94063,810,51,26,1910,0,1,Dual Sim,Andoid,Postpaid,0
1542,3,Female,95821,167,64,34,530,0,4,Single Sim,Andoid,Prepaid,0
5013,3,Male,94402,230,59,35,740,0,4,Single Sim,Andoid,Prepaid,0
1354,3,Male,92704,70,55,29,210,0,4,Dual Sim,Andoid,Postpaid,0
8761,3,Female,92606,160,57,32,800,2,3,Single Sim,Andoid,Postpaid,0
2815,1,Male,91711,250,59,33,410,2,4,Single Sim,Andoid,Prepaid,0
6565,3,Female,92103,370,42,17,790,0,1,Dual Sim,Andoid,Prepaid,0
5510,2,Male,92056,690,34,9,1410,3,3,Single Sim,Andoid,Postpaid,1
8902,2,Female,91605,100,41,14,320,0,3,Single Sim,Andoid,Prepaid,0
5918,3,Male,95616,200,43,13,380,0,3,Single Sim,Andoid,Postpaid,0
3407,2,Male,92691,180,53,29,850,0,3,Single Sim,Andoid,Postpaid,0
8088,3,Male,91604,80,47,21,930,2,2,Single Sim,Andoid,Prepaid,0
3548,3,Female,90504,190,49,23,1400,0,1,Single Sim,Andoid,Prepaid,1
1319,2,Female,94704,220,35,9,690,0,4,Single Sim,Andoid,Prepaid,0
5272,2,Female,92521,200,52,27,320,0,2,Single Sim,Andoid,Prepaid,0
8194,1,Male,94061,90,53,28,610,2,4,Single Sim,Andoid,Prepaid,0
6786,1,Male,90086,240,48,22,1250,0,1,Single Sim,Andoid,Postpaid,0
5668,2,Male,95014,100,35,8,300,0,4,Dual Sim,Andoid,Prepaid,0
5889,2,Female,94025,240,52,26,1040,0,2,Single Sim,Andoid,Postpaid,0
3186,1,Male,92612,10,60,35,240,0,1,Single Sim,Andoid,Prepaid,0
7115,2,Male,94002,40,33,7,220,0,1,Single Sim,Andoid,Prepaid,0
8843,2,Male,93401,240,38,12,590,0,2,Single Sim,Andoid,Prepaid,0
1512,2,Female,94553,410,29,4,1200,0,1,Dual Sim,IOS,Prepaid,1
9633,1,Male,94305,0,35,9,1640,5,2,Single Sim,Andoid,Prepaid,0
2966,1,Female,94111,160,26,2,600,0,4,Single Sim,IOS,Postpaid,0
9086,2,Male,91791,190,48,24,430,0,3,Single Sim,Andoid,Postpaid,0
7775,1,Male,91711,233,43,19,700,0,3,Dual Sim,Andoid,Prepaid,0
2948,1,Male,94143,280,60,35,510,0,2,Single Sim,Andoid,Postpaid,0
8047,1,Male,94590,160,27,3,590,0,4,Single Sim,Andoid,Postpaid,0
7728,3,Male,92037,30,38,13,1290,1,4,Single Sim,Andoid,Postpaid,1
3243,2,Female,95616,140,40,15,220,0,2,Single Sim,Andoid,Postpaid,0
7654,2,Male,94402,40,38,14,290,0,4,Single Sim,Andoid,Postpaid,0
8163,3,Male,93106,40,50,25,180,0,1,Single Sim,Andoid,Postpaid,0
9339,3,Male,91320,50,38,13,650,0,3,Single Sim,Andoid,Postpaid,0
4977,1,Female,95134,130,34,9,650,0,4,Single Sim,Andoid,Prepaid,0
5586,1,Male,93437,20,42,16,380,0,1,Dual Sim,Andoid,Prepaid,0
9350,1,Male,92126,200,60,34,1100,0,2,Single Sim,Andoid,Postpaid,0
7178,2,Male,95818,150,62,37,220,2,1,Single Sim,Andoid,Postpaid,0
1252,1,Female,94234,30,59,33,430,0,2,Single Sim,Andoid,Prepaid,0
7164,1,Male,92093,60,49,25,300,0,4,Single Sim,Andoid,Prepaid,0
5074,1,Male,90095,630,49,23,1340,0,2,Single Sim,Andoid,Postpaid,0
9908,1,Male,90064,130,36,11,320,0,3,Single Sim,Andoid,Prepaid,0
3317,1,Male,95054,430,33,9,1390,0,1,Single Sim,Andoid,Prepaid,0
3785,1,Male,95051,70,43,17,450,0,2,Single Sim,Andoid,Prepaid,0
1913,2,Male,95070,300,53,27,620,0,3,Dual Sim,Andoid,Prepaid,0
8256,2,Male,92093,170,57,31,510,2,4,Single Sim,Andoid,Postpaid,0
5157,3,Male,94588,80,53,27,930,4,1,Single Sim,Andoid,Prepaid,0
5593,1,Male,92521,130,60,35,1220,0,1,Single Sim,Andoid,Prepaid,0
6116,1,Male,93943,133,34,10,450,0,1,Single Sim,Andoid,Prepaid,0
9333,1,Male,90245,810,51,26,1790,0,1,Dual Sim,Andoid,Postpaid,0
1923,1,Female,94708,280,36,12,640,3,3,Single Sim,Andoid,Prepaid,0
1211,1,Male,95449,110,63,39,410,0,2,Single Sim,Andoid,Prepaid,0
4786,3,Female,95211,60,37,13,580,0,2,Single Sim,Andoid,Prepaid,0
5438,1,Male,94132,220,57,33,640,0,4,Single Sim,Andoid,Postpaid,0
9158,2,Male,93117,170,52,27,280,0,3,Single Sim,Andoid,Prepaid,0
9917,3,Male,92037,67,38,8,210,0,1,Single Sim,Andoid,Postpaid,0
6849,2,Male,90272,280,61,35,600,0,1,Single Sim,Andoid,Postpaid,0
8133,1,Female,94309,20,31,5,780,0,2,Single Sim,Andoid,Prepaid,0
7609,3,Male,95616,50,39,13,590,0,3,Single Sim,Andoid,Prepaid,0
2598,3,Female,96001,50,38,12,590,0,3,Dual Sim,IOS,Postpaid,0
3093,2,Female,94501,140,46,22,830,0,4,Single Sim,Andoid,Postpaid,0
5338,1,Male,94608,570,48,22,1280,0,1,Dual Sim,Andoid,Prepaid,0
6781,1,Male,90503,260,58,33,950,0,0,Single Sim,Andoid,Postpaid,0
2772,3,Male,93108,430,50,25,1600,5,4,Single Sim,Andoid,Prepaid,1
1064,3,Male,94301,240,67,41,780,0,4,Dual Sim,Andoid,Prepaid,0
7641,2,Male,91304,510,36,11,1840,0,2,Single Sim,Andoid,Prepaid,1
8458,1,Male,91770,100,30,4,300,0,3,Single Sim,Andoid,Postpaid,0
8539,3,Male,94305,160,58,33,510,2,2,Single Sim,Andoid,Postpaid,0
9448,3,Male,92647,60,43,18,350,0,1,Single Sim,Andoid,Prepaid,0
3485,3,Male,92116,400,31,1,740,0,4,Single Sim,Andoid,Prepaid,0
8072,2,Male,92521,120,37,11,430,0,4,Dual Sim,Andoid,Prepaid,0
2084,2,Female,90032,100,49,22,230,0,2,Single Sim,Andoid,Postpaid,0
7372,1,Male,94720,40,27,1,200,1,4,Single Sim,Andoid,Postpaid,0
2923,1,Male,92154,60,50,25,1120,0,1,Single Sim,Andoid,Prepaid,0
8960,2,Female,90064,70,46,20,740,0,3,Single Sim,Andoid,Postpaid,0
7210,3,Female,94720,40,49,23,650,3,2,Single Sim,Andoid,Prepaid,0
6506,1,Female,92037,20,29,5,1240,0,2,Single Sim,Andoid,Prepaid,0
8164,1,Male,91773,250,55,29,650,0,3,Single Sim,Andoid,Prepaid,0
1785,3,Male,94550,200,61,37,730,3,3,Single Sim,Andoid,Prepaid,0
6810,3,Female,92833,10,45,19,80,0,2,Single Sim,Andoid,Prepaid,0
2066,1,Male,92126,230,33,8,530,1,3,Single Sim,Andoid,Postpaid,0
7484,3,Male,92521,260,63,39,1310,3,3,Single Sim,Andoid,Postpaid,1
3382,1,Female,91040,30,32,6,130,0,4,Dual Sim,IOS,Postpaid,0
8866,1,Male,93118,240,42,17,600,1,1,Single Sim,Andoid,Postpaid,0
7185,2,Male,94022,160,51,27,450,1,1,Single Sim,Andoid,Postpaid,0
3488,3,Male,93108,210,44,20,390,2,2,Single Sim,Andoid,Prepaid,0
9154,2,Male,94305,200,33,6,780,0,4,Single Sim,Andoid,Prepaid,0
6903,3,Male,94304,50,39,13,430,0,3,Single Sim,Andoid,Postpaid,0
3768,1,Female,94117,30,56,30,310,2,2,Dual Sim,IOS,Postpaid,0
2101,2,Male,91902,240,28,3,1180,2,3,Single Sim,Andoid,Prepaid,1
4414,1,Male,94040,10,43,17,820,0,3,Single Sim,Andoid,Postpaid,0
8591,1,Male,92093,250,30,6,1120,0,3,Single Sim,Andoid,Postpaid,0
1800,2,Male,92867,40,34,8,100,0,1,Single Sim,Andoid,Postpaid,0
3568,3,Male,92521,90,26,1,180,1,2,Single Sim,Andoid,Prepaid,0
4706,2,Male,94105,30,58,32,720,0,3,Single Sim,Andoid,Postpaid,0
6241,3,Male,95193,20,43,19,720,0,4,Single Sim,Andoid,Postpaid,0
9705,1,Male,91103,520,40,14,780,0,1,Single Sim,Andoid,Postpaid,0
9212,2,Male,96001,180,54,30,780,0,3,Single Sim,Andoid,Prepaid,0
2494,3,Male,91423,50,44,19,300,0,1,Single Sim,Andoid,Postpaid,0
7164,1,Female,95008,140,54,28,450,0,3,Single Sim,Andoid,Prepaid,0
9118,1,Male,90502,40,39,14,800,0,2,Single Sim,Andoid,Prepaid,0
5437,1,Female,92660,470,59,35,1740,0,1,Single Sim,Andoid,Postpaid,0
8602,3,Male,92152,320,53,29,510,0,2,Single Sim,Andoid,Postpaid,0
1278,1,Female,94596,600,32,8,1810,0,1,Single Sim,IOS,Postpaid,0
2039,2,Female,94720,140,40,14,780,2,4,Single Sim,Andoid,Postpaid,0
6826,3,Male,90025,160,54,29,790,0,3,Single Sim,Andoid,Prepaid,0
1266,1,Male,90640,540,27,3,1190,2,1,Single Sim,Andoid,Postpaid,0
5888,2,Female,93943,120,63,39,490,2,4,Dual Sim,IOS,Postpaid,0
5618,2,Male,91360,390,26,0,830,0,3,Single Sim,Andoid,Postpaid,1
8466,2,Male,94025,270,33,7,1000,2,1,Single Sim,Andoid,Postpaid,0
5105,1,Male,90095,233,43,19,700,0,3,Single Sim,Andoid,Postpaid,0
3596,2,Male,90266,50,57,32,520,0,3,Single Sim,Andoid,Postpaid,0
9489,1,Male,94591,100,26,2,120,0,4,Single Sim,Andoid,Postpaid,0
9167,3,Female,93003,130,55,30,820,3,4,Single Sim,Andoid,Prepaid,0
4190,2,Female,95351,30,30,4,340,0,2,Single Sim,Andoid,Postpaid,0
3352,3,Female,93106,240,63,37,1120,0,4,Single Sim,Andoid,Postpaid,0
2439,3,Male,94115,100,55,25,420,0,3,Single Sim,Andoid,Postpaid,0
3618,1,Male,92122,220,35,11,830,0,2,Single Sim,Andoid,Prepaid,0
4548,2,Male,91101,140,45,21,1420,0,1,Single Sim,Andoid,Postpaid,1
9053,1,Male,94720,667,47,23,1990,0,2,Single Sim,Andoid,Postpaid,0
9088,2,Female,92093,150,31,4,290,2,4,Single Sim,Andoid,Postpaid,0
6255,3,Female,91107,140,56,26,700,3,3,Single Sim,Andoid,Postpaid,0
5535,3,Male,95831,70,49,24,250,0,2,Single Sim,Andoid,Postpaid,0
2448,1,Male,95616,110,53,27,840,0,2,Single Sim,Andoid,Postpaid,0
1778,1,Female,95051,440,62,36,810,0,3,Single Sim,Andoid,Prepaid,0
5167,1,Male,94720,40,63,37,150,0,2,Single Sim,Andoid,Prepaid,0
3011,3,Male,94706,30,26,0,540,0,3,Single Sim,Andoid,Postpaid,0
2212,2,Male,90245,380,59,35,1080,4,4,Single Sim,Andoid,Postpaid,1
2903,1,Female,95819,267,40,16,830,0,4,Single Sim,Andoid,Postpaid,0
1217,3,Female,94309,70,42,16,620,2,1,Single Sim,IOS,Postpaid,0
5865,1,Male,90095,330,29,4,1340,3,2,Single Sim,Andoid,Prepaid,0
6449,1,Male,94306,233,40,16,750,1,3,Single Sim,Andoid,Prepaid,0
7771,2,Female,91711,200,31,7,1090,4,2,Single Sim,Andoid,Prepaid,0
4367,1,Male,94112,300,35,10,1520,0,2,Single Sim,Andoid,Postpaid,0
3966,3,Male,93940,240,62,36,830,0,4,Dual Sim,Andoid,Prepaid,0
3836,3,Male,92521,180,51,26,520,0,4,Single Sim,Andoid,Postpaid,0
8625,3,Female,90275,200,32,6,310,0,2,Single Sim,Andoid,Postpaid,0
4105,3,Female,93108,270,27,3,1350,5,3,Single Sim,Andoid,Prepaid,1
9931,1,Male,94706,90,62,37,980,2,1,Single Sim,Andoid,Postpaid,0
6544,2,Male,95814,60,66,41,140,0,4,Single Sim,Andoid,Prepaid,0
2238,1,Female,93407,260,53,27,640,0,4,Single Sim,Andoid,Postpaid,0
9681,1,Male,92780,680,49,25,1090,0,2,Single Sim,Andoid,Prepaid,0
5837,1,Female,94104,130,65,40,1180,4,1,Single Sim,IOS,Postpaid,0
7507,2,Male,91311,220,30,5,800,0,4,Dual Sim,Andoid,Postpaid,0
4818,3,Male,90028,140,60,34,510,0,3,Single Sim,Andoid,Prepaid,0
5739,2,Male,94611,380,30,6,1150,0,4,Single Sim,Andoid,Postpaid,1
3471,1,Male,95841,240,54,28,830,0,1,Single Sim,Andoid,Postpaid,0
2482,1,Male,91301,30,54,28,900,0,1,Single Sim,Andoid,Postpaid,0
9758,1,Male,95616,170,37,12,280,0,4,Dual Sim,IOS,Postpaid,0
9379,1,Female,95616,250,32,7,820,3,2,Single Sim,Andoid,Postpaid,0
7534,1,Female,94301,40,51,27,240,0,3,Single Sim,Andoid,Postpaid,0
2761,1,Female,92029,170,46,22,710,0,2,Single Sim,Andoid,Postpaid,0
2451,1,Male,91330,30,41,17,800,0,1,Single Sim,Andoid,Prepaid,0
3147,3,Male,92709,170,62,36,1090,0,4,Single Sim,Andoid,Postpaid,0
6695,1,Male,91711,290,54,28,1400,0,1,Single Sim,Andoid,Postpaid,0
4931,2,Male,92612,20,52,27,390,0,4,Dual Sim,Andoid,Postpaid,0
5499,2,Male,94010,120,51,25,390,1,1,Single Sim,Andoid,Postpaid,0
3549,2,Male,94920,240,24,-2,500,0,3,Dual Sim,Andoid,Prepaid,0
7491,1,Male,92521,30,61,35,310,0,2,Single Sim,Andoid,Postpaid,0
9011,3,Female,93943,100,55,25,350,2,3,Single Sim,Andoid,Postpaid,0
7135,1,Female,93109,20,37,11,440,0,4,Single Sim,Andoid,Prepaid,0
7042,3,Male,93955,50,64,38,350,0,1,Single Sim,Andoid,Postpaid,0
3362,1,Female,95616,30,34,8,200,2,2,Single Sim,Andoid,Postpaid,0
6530,2,Male,95616,70,31,7,100,0,4,Single Sim,Andoid,Postpaid,0
2495,3,Male,96001,200,42,18,830,0,4,Single Sim,Andoid,Postpaid,0
9891,1,Male,95842,880,47,22,2030,0,2,Single Sim,Andoid,Postpaid,0
1491,1,Male,93109,80,29,5,840,0,3,Single Sim,Andoid,Prepaid,0
5775,1,Male,92096,80,34,8,410,0,4,Single Sim,Andoid,Prepaid,0
9415,1,Female,95051,780,36,11,1640,0,2,Single Sim,Andoid,Postpaid,0
7606,1,Male,90089,650,34,10,1520,0,2,Single Sim,Andoid,Prepaid,0
1132,1,Male,94080,160,26,2,620,0,4,Dual Sim,Andoid,Prepaid,0
3674,1,Male,94707,100,48,24,120,1,4,Single Sim,Andoid,Prepaid,0
1022,1,Male,94061,60,47,23,280,0,4,Single Sim,Andoid,Postpaid,0
9110,1,Female,94720,200,39,13,520,0,1,Single Sim,Andoid,Prepaid,0
1768,2,Male,91343,130,62,37,190,1,3,Single Sim,Andoid,Postpaid,0
9027,1,Male,94304,130,34,9,350,0,3,Single Sim,Andoid,Prepaid,0
7283,1,Male,95053,30,43,19,280,1,4,Single Sim,Andoid,Postpaid,0
2827,2,Female,94904,200,55,30,700,0,3,Single Sim,Andoid,Postpaid,0
1063,1,Male,92093,90,65,40,1400,0,1,Single Sim,Andoid,Prepaid,0
2248,3,Male,94305,230,26,0,1020,0,4,Single Sim,Andoid,Prepaid,0
2267,3,Male,93950,200,57,27,500,0,4,Single Sim,Andoid,Postpaid,0
3747,1,Female,94102,230,32,7,610,3,3,Single Sim,Andoid,Postpaid,0
9427,2,Male,92220,370,35,9,1880,3,2,Single Sim,Andoid,Postpaid,1
9789,3,Male,91768,900,63,33,1780,0,4,Single Sim,Andoid,Prepaid,1
9199,2,Male,94708,90,49,25,440,2,4,Single Sim,Andoid,Postpaid,0
6101,1,Female,95064,100,23,-1,120,0,4,Dual Sim,Andoid,Prepaid,0
8885,1,Female,94305,340,30,6,690,2,4,Single Sim,Andoid,Prepaid,0
9915,1,Male,90089,500,43,19,1320,0,1,Single Sim,Andoid,Prepaid,0
3612,1,Male,93943,390,39,14,1280,2,2,Single Sim,Andoid,Postpaid,0
2398,1,Male,95616,80,31,6,440,2,4,Single Sim,Andoid,Postpaid,0
9804,3,Female,92038,50,65,39,440,0,1,Single Sim,Andoid,Postpaid,0
9606,3,Male,92130,200,34,8,340,0,2,Dual Sim,Andoid,Postpaid,0
9034,1,Male,90089,390,37,12,1320,0,2,Single Sim,Andoid,Prepaid,0
8949,1,Female,90230,210,62,38,1580,0,2,Single Sim,Andoid,Prepaid,0
7313,1,Male,93943,10,33,9,830,0,1,Single Sim,Andoid,Postpaid,0
4610,3,Male,94720,140,48,22,280,1,1,Single Sim,Andoid,Postpaid,0
7777,3,Male,90065,220,33,9,1310,0,3,Dual Sim,Andoid,Prepaid,1
3769,2,Female,95616,50,45,19,310,0,3,Single Sim,Andoid,Postpaid,0
9607,2,Male,92350,0,44,19,400,0,4,Single Sim,Andoid,Postpaid,0
4729,1,Male,94501,180,37,11,710,2,2,Dual Sim,Andoid,Prepaid,0
5732,3,Male,93010,200,31,5,420,0,2,Single Sim,Andoid,Postpaid,0
8203,2,Male,95211,10,56,31,350,2,3,Single Sim,Andoid,Prepaid,0
1759,1,Male,94305,20,30,4,810,0,2,Single Sim,Andoid,Postpaid,0
7296,1,Male,95136,200,61,35,910,0,2,Single Sim,Andoid,Postpaid,0
3089,2,Female,94720,520,32,7,1290,0,4,Single Sim,Andoid,Prepaid,1
4668,1,Male,95828,270,51,27,750,0,1,Single Sim,Andoid,Prepaid,0
9614,2,Male,94061,60,26,1,540,3,4,Single Sim,Andoid,Prepaid,0
7366,1,Male,94720,150,31,5,430,0,1,Single Sim,Andoid,Prepaid,0
1050,2,Male,94110,110,43,18,940,0,4,Single Sim,Andoid,Prepaid,0
7609,3,Female,93106,130,57,32,840,0,4,Single Sim,Andoid,Prepaid,0
3744,2,Male,92653,200,42,18,340,0,1,Dual Sim,Andoid,Prepaid,0
2724,1,Male,94061,80,48,23,150,0,4,Single Sim,Andoid,Postpaid,0
1000,3,Male,90277,380,46,21,990,2,2,Single Sim,Andoid,Postpaid,0
2339,2,Female,92152,40,33,7,150,1,1,Dual Sim,IOS,Postpaid,0
1029,3,Male,94105,200,45,21,830,0,4,Single Sim,Andoid,Postpaid,0
6636,3,Male,94720,180,31,6,830,0,4,Single Sim,Andoid,Postpaid,0
3153,1,Male,95630,170,42,18,1430,0,1,Dual Sim,Andoid,Postpaid,0
6968,3,Male,90401,260,56,30,810,0,4,Single Sim,Andoid,Postpaid,0
2449,2,Male,91711,190,63,39,390,0,1,Single Sim,Andoid,Prepaid,0
5760,2,Female,92124,40,42,18,1580,3,2,Single Sim,Andoid,Prepaid,1
6819,3,Male,90245,140,50,24,620,0,1,Single Sim,Andoid,Prepaid,0
9172,1,Female,92121,10,31,6,640,0,2,Single Sim,Andoid,Postpaid,0
3098,2,Male,90025,150,65,40,290,0,1,Single Sim,Andoid,Prepaid,0
6479,1,Male,94104,250,60,34,640,0,3,Single Sim,Andoid,Postpaid,0
3617,2,Male,91770,70,34,10,210,0,4,Single Sim,Andoid,Postpaid,0
8145,3,Female,95112,280,62,32,1420,0,2,Single Sim,Andoid,Prepaid,1
7351,1,Male,93105,250,56,30,640,0,3,Single Sim,Andoid,Prepaid,0
1862,1,Female,91401,180,51,25,400,0,4,Dual Sim,Andoid,Prepaid,0
4853,2,Male,94080,270,44,19,610,0,3,Single Sim,Andoid,Prepaid,0
5743,3,Male,92037,30,41,16,440,0,1,Single Sim,Andoid,Prepaid,0
5470,2,Female,95670,267,43,16,780,2,3,Single Sim,Andoid,Postpaid,0
2651,3,Male,94596,90,25,0,250,0,2,Single Sim,Andoid,Prepaid,0
5684,1,Female,91304,190,40,16,1250,0,2,Single Sim,Andoid,Prepaid,0
2572,3,Male,94720,100,53,29,630,0,2,Single Sim,Andoid,Postpaid,0
8310,3,Male,94550,160,54,30,540,2,1,Single Sim,Andoid,Postpaid,0
5411,1,Male,94709,0,36,12,920,2,2,Single Sim,Andoid,Prepaid,0
6656,1,Female,95351,60,26,2,1190,4,2,Single Sim,Andoid,Postpaid,0
8133,2,Male,91784,240,35,11,400,0,1,Single Sim,Andoid,Postpaid,0
8165,1,Male,93105,100,29,4,410,0,1,Single Sim,Andoid,Prepaid,0
8317,1,Female,92064,0,35,11,810,0,2,Single Sim,Andoid,Postpaid,0
6872,1,Male,95136,250,28,4,1010,3,3,Single Sim,Andoid,Prepaid,0
9797,2,Male,90024,50,48,24,250,0,4,Single Sim,Andoid,Prepaid,0
2310,2,Male,91016,150,46,20,550,0,1,Dual Sim,Andoid,Prepaid,0
4681,3,Female,92646,210,31,7,430,2,1,Single Sim,Andoid,Prepaid,0
2225,2,Male,94534,180,40,16,980,1,2,Single Sim,Andoid,Postpaid,0
6753,3,Female,91330,230,27,1,1120,5,4,Single Sim,Andoid,Postpaid,0
9269,3,Male,93943,400,32,2,690,2,4,Single Sim,Andoid,Postpaid,0
4006,2,Female,95616,170,67,43,790,3,4,Single Sim,IOS,Postpaid,0
7009,1,Male,92634,720,24,-2,1180,0,2,Dual Sim,Andoid,Postpaid,0
6688,2,Female,95133,267,45,18,810,3,3,Single Sim,Andoid,Postpaid,0
5034,2,Male,93014,10,26,0,190,2,1,Single Sim,Andoid,Postpaid,0
3591,3,Male,91101,290,42,17,1390,0,2,Single Sim,Andoid,Postpaid,1
8097,2,Male,94701,50,65,40,630,0,3,Single Sim,Andoid,Postpaid,0
4202,1,Male,91763,140,59,33,1020,0,2,Single Sim,Andoid,Postpaid,0
9540,2,Male,92521,170,30,5,400,0,4,Single Sim,Andoid,Postpaid,0
1766,1,Female,92886,30,32,6,440,1,1,Single Sim,Andoid,Postpaid,0
7348,1,Male,94104,200,36,12,590,3,3,Single Sim,Andoid,Prepaid,0
1541,1,Female,93940,667,48,24,2240,0,2,Single Sim,IOS,Postpaid,0
9866,3,Male,90245,230,56,31,640,0,2,Single Sim,Andoid,Prepaid,0
8286,1,Male,96001,330,44,20,1290,0,2,Single Sim,Andoid,Postpaid,0
3868,1,Female,92697,140,60,34,430,0,1,Single Sim,Andoid,Postpaid,0
9820,1,Female,92834,40,51,27,120,0,3,Dual Sim,IOS,Postpaid,0
4556,2,Male,94107,260,34,10,530,0,3,Single Sim,Andoid,Postpaid,0
5867,3,Female,93305,210,45,21,390,0,2,Single Sim,Andoid,Prepaid,0
5478,1,Male,93943,0,47,23,650,0,1,Single Sim,Andoid,Prepaid,0
9809,3,Female,94122,40,29,5,180,1,1,Single Sim,Andoid,Postpaid,0
6005,3,Male,94596,160,52,28,550,0,1,Single Sim,Andoid,Prepaid,0
4602,3,Male,90245,250,61,35,600,0,1,Single Sim,Andoid,Postpaid,0
5309,1,Male,91330,30,40,14,420,2,2,Single Sim,Andoid,Postpaid,0
2807,2,Male,90638,10,24,0,440,0,3,Single Sim,Andoid,Prepaid,0
5046,1,Male,90245,130,33,7,1110,0,2,Single Sim,Andoid,Postpaid,0
7060,1,Male,94596,100,33,8,620,0,1,Single Sim,Andoid,Postpaid,0
2274,3,Female,94025,80,52,26,440,2,2,Single Sim,Andoid,Prepaid,0
1802,3,Male,95348,150,40,14,690,0,1,Single Sim,Andoid,Prepaid,0
5432,3,Male,92064,80,45,20,620,2,3,Single Sim,Andoid,Postpaid,0
3431,2,Male,94080,180,27,3,350,0,1,Single Sim,Andoid,Prepaid,0
2629,1,Female,92037,280,38,13,910,0,1,Single Sim,Andoid,Postpaid,0
1187,1,Male,92121,20,50,26,120,1,1,Single Sim,Andoid,Prepaid,0
7005,1,Male,94608,10,41,15,890,3,3,Single Sim,Andoid,Postpaid,0
8312,2,Male,90024,170,60,34,650,0,4,Dual Sim,Andoid,Postpaid,0
6353,3,Male,90024,450,64,34,1790,4,2,Single Sim,Andoid,Prepaid,1
1581,3,Female,93106,150,34,8,820,0,2,Dual Sim,IOS,Postpaid,0
8686,1,Male,95812,120,30,6,480,0,1,Single Sim,Andoid,Postpaid,0
4342,2,Male,95616,150,31,4,200,0,4,Single Sim,Andoid,Postpaid,0
2251,3,Male,90502,280,41,15,910,4,1,Dual Sim,Andoid,Postpaid,0
9856,1,Male,94609,600,61,37,1220,0,2,Single Sim,Andoid,Postpaid,0
1054,3,Male,90717,140,42,18,220,0,1,Single Sim,Andoid,Postpaid,0
6882,1,Male,94301,130,48,23,430,0,2,Single Sim,Andoid,Postpaid,0
7848,1,Female,90291,170,59,34,380,0,4,Single Sim,Andoid,Prepaid,0
6288,1,Male,92115,267,57,33,610,0,3,Single Sim,Andoid,Postpaid,0
5178,2,Male,91773,40,37,13,330,0,4,Single Sim,Andoid,Prepaid,0
2977,1,Male,95605,290,53,27,1450,4,1,Single Sim,Andoid,Prepaid,0
6229,1,Male,95003,100,53,27,1700,0,1,Single Sim,Andoid,Postpaid,0
6587,2,Male,94305,70,26,2,550,0,3,Single Sim,Andoid,Postpaid,0
7491,3,Male,91302,250,39,14,400,0,1,Single Sim,Andoid,Postpaid,0
1766,1,Female,94923,0,35,11,680,2,2,Single Sim,Andoid,Prepaid,0
8675,1,Male,90034,250,59,33,530,0,3,Single Sim,Andoid,Postpaid,0
2070,3,Male,95616,80,43,18,630,0,3,Dual Sim,Andoid,Prepaid,0
3351,1,Female,91604,220,39,15,1230,1,2,Single Sim,Andoid,Prepaid,0
8768,1,Male,95929,0,49,24,130,0,2,Single Sim,Andoid,Postpaid,0
9223,1,Female,92110,20,47,23,120,2,4,Single Sim,Andoid,Prepaid,0
8666,1,Male,93727,250,41,17,530,2,2,Single Sim,Andoid,Postpaid,0
8242,2,Female,94588,270,57,33,790,3,1,Single Sim,Andoid,Postpaid,0
8359,2,Male,90095,10,42,17,890,2,1,Single Sim,Andoid,Postpaid,0
2048,2,Male,91360,930,61,36,1880,0,1,Single Sim,Andoid,Prepaid,1
1814,3,Male,91320,140,56,26,620,0,3,Single Sim,Andoid,Postpaid,0
3122,3,Male,92821,560,29,3,1230,5,3,Single Sim,Andoid,Postpaid,1
9892,2,Male,93117,240,25,-1,400,0,3,Single Sim,Andoid,Postpaid,0
9543,3,Male,94710,500,32,8,1190,0,4,Single Sim,Andoid,Postpaid,1
6434,2,Female,94304,310,37,12,1230,3,4,Single Sim,IOS,Postpaid,1
3296,2,Female,93407,40,31,5,230,0,1,Single Sim,Andoid,Postpaid,0
4306,3,Male,94143,150,38,14,620,3,1,Single Sim,Andoid,Postpaid,0
7296,1,Male,92870,210,40,14,690,2,3,Single Sim,Andoid,Postpaid,0
2971,1,Female,94611,390,61,36,1240,0,2,Dual Sim,Andoid,Prepaid,0
2516,3,Male,93555,10,50,26,520,0,4,Single Sim,Andoid,Prepaid,0
4116,1,Male,93108,310,32,7,1340,0,2,Single Sim,Andoid,Prepaid,0
6106,2,Male,94501,80,62,36,580,0,1,Single Sim,Andoid,Prepaid,0
9622,2,Female,90033,50,62,37,450,2,3,Single Sim,Andoid,Postpaid,0
1647,2,Male,95449,110,40,15,750,0,4,Single Sim,Andoid,Postpaid,0
6550,2,Male,90009,40,59,34,230,1,4,Single Sim,Andoid,Prepaid,0
2793,1,Male,91107,130,43,19,1230,0,3,Single Sim,Andoid,Postpaid,1
5451,1,Male,92028,220,62,37,480,0,3,Single Sim,Andoid,Prepaid,0
1680,1,Male,95482,30,48,22,1450,2,1,Single Sim,Andoid,Postpaid,0
7884,3,Male,93014,100,29,5,310,0,1,Single Sim,Andoid,Prepaid,0
5436,3,Male,93106,220,58,32,380,0,3,Single Sim,Andoid,Postpaid,0
5408,3,Male,94025,190,43,18,780,0,4,Single Sim,Andoid,Prepaid,0
7729,1,Male,91941,190,39,15,940,0,2,Single Sim,Andoid,Postpaid,0
